Release_Date,Title,Popularity,Vote_Count,Vote_Average,Original_Language,Genre
04-11-2020,The Superdeep,23.02,147.00,6.30,ru,"Horror, Science Fiction, Thriller"
14-10-2016,Ozzy,23.01,130.00,6.00,es,"Animation, Family"
07-02-2003,The Jungle Book 2,23.00,943.00,5.90,en,"Family, Animation, Adventure"
05-06-2015,The Cokeville Miracle,23.00,63.00,7.00,en,"Mystery, Drama, History, Family, Thriller"
28-03-2003,Bulletproof Monk,23.00,710.00,5.50,en,"Action, Comedy, Fantasy"
04-05-2017,Covet: Island of Desire,23.00,4.00,4.50,ko,Romance
29-03-2002,National Lampoon's Van Wilder,23.00,1477.00,6.00,en,"Comedy, Romance"
28-04-2007,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,23.00,39.00,6.50,ja,"Action, Animation"
16-06-2004,Around the World in 80 Days,23.00,1997.00,5.90,en,"Action, Adventure, Comedy"
25-02-2005,Diary of a Mad Black Woman,22.99,161.00,6.50,en,"Comedy, Drama, Romance"
07-02-1991,Operation Condor,22.99,391.00,7.40,cn,"Action, Adventure, Crime, Thriller"
06-12-2013,47 Ronin,22.99,3108.00,6.10,en,"Drama, Action, Adventure, Fantasy"
15-04-2016,Barbershop: The Next Cut,22.98,373.00,6.30,en,"Comedy, Drama"
24-09-2008,Open Season 2,22.98,957.00,5.80,en,"Adventure, Animation, Comedy, Family"
03-11-2007,Sky of Love,22.98,125.00,7.90,ja,"Romance, Drama"
14-08-2020,Project Power,22.97,2249.00,6.60,en,"Action, Crime, Science Fiction"
25-07-2018,Illang: The Wolf Brigade,22.97,198.00,6.40,ko,"Science Fiction, Action, Thriller, Drama"
19-08-1997,G.I. Jane,22.97,1283.00,6.40,en,"Action, Drama"
07-12-2016,Pandora,22.96,302.00,7.50,ko,"Thriller, Drama, Action"
16-01-2019,The Kid Who Would Be King,22.96,569.00,6.10,en,"Action, Adventure, Fantasy, Family"
10-05-1995,A Little Princess,22.96,782.00,7.60,en,"Drama, Family, Fantasy"
03-08-1994,Clear and Present Danger,22.96,1110.00,6.60,en,"Action, Drama, Thriller"
05-04-2019,Alien Warfare,22.96,113.00,4.10,en,"Action, Science Fiction, Thriller"
07-05-1993,Dragon: The Bruce Lee Story,22.96,524.00,6.90,en,"Drama, History, Action"
14-03-2008,Doomsday,22.96,925.00,5.90,en,"Action, Thriller, Science Fiction"
30-04-2021,Four Good Days,22.95,75.00,7.00,en,Drama
21-11-2019,Behind the Trees,22.94,33.00,5.60,en,"Horror, Thriller, Mystery"
05-09-2014,Falcon Rising,22.94,269.00,6.20,en,"Adventure, Action"
27-06-1978,Convoy,22.94,249.00,6.40,en,"Action, Comedy"
25-08-1971,The Decameron,22.93,214.00,7.00,it,"History, Drama, Comedy"
16-05-2019,The Silence,22.93,1171.00,6.00,en,"Horror, Drama, Thriller, Fantasy"
25-10-2013,The Counselor,22.93,1525.00,5.20,en,"Thriller, Crime, Drama"
13-11-2015,Heist,22.91,758.00,6.10,en,Action
31-03-1989,Heathers,22.91,1271.00,7.30,en,"Comedy, Crime"
03-05-2019,Tolkien,22.91,1053.00,7.00,en,"War, Drama, History, Romance"
11-08-2016,Hell or High Water,22.91,3647.00,7.30,en,"Western, Crime"
17-02-1984,Footloose,22.91,1584.00,6.60,en,"Drama, Romance"
10-06-1996,The Cable Guy,22.90,1832.00,5.90,en,"Comedy, Drama, Thriller"
22-12-2000,Dracula 2000,22.90,500.00,5.10,en,"Thriller, Horror"
12-05-2018,Asterix: The Secret of the Magic Potion,22.90,959.00,6.90,fr,"Family, Animation, Comedy, Adventure"
07-12-2006,Charlotte's Web,22.90,1134.00,6.20,en,"Comedy, Family, Fantasy"
08-02-2013,I Give It a Year,22.90,625.00,5.50,en,"Comedy, Romance"
26-10-2007,Trick 'r Treat,22.90,1327.00,6.90,en,"Horror, Comedy"
13-09-2013,The Family,22.90,2481.00,6.40,en,"Crime, Comedy, Action"
24-07-1996,A Time to Kill,22.89,1712.00,7.40,en,"Crime, Drama, Thriller"
08-12-2011,Catch.44,22.89,272.00,5.10,en,"Drama, Action, Thriller"
12-05-1995,Crimson Tide,22.89,1297.00,7.20,en,"War, Thriller, Action, Drama"
28-02-2020,Mortal,22.88,358.00,6.50,en,"Action, Fantasy, Thriller"
16-08-2018,Big Brother,22.88,96.00,7.70,zh,"Action, Drama, Comedy"
25-05-1990,The Witches,22.88,975.00,6.90,en,"Adventure, Fantasy, Horror, Family"
22-12-2004,Meet the Fockers,22.88,3913.00,6.20,en,"Comedy, Romance"
09-03-2022,Soy Libre,22.88,0.00,0.00,fr,Documentary
18-08-2010,Vampires Suck,22.87,1017.00,4.20,en,Comedy
12-11-2021,Procession,22.87,13.00,6.10,en,Documentary
05-12-2019,The Immortal,22.87,376.00,6.70,it,"Crime, Drama, Thriller"
24-06-2006,I'll Always Know What You Did Last Summer,22.87,269.00,4.20,en,Horror
04-12-2014,The Pyramid,22.85,805.00,5.20,en,Horror
18-11-2016,Manchester by the Sea,22.84,4778.00,7.50,en,Drama
13-10-2018,The Haunted,22.84,63.00,6.70,en,"Horror, Thriller, Mystery"
23-05-2019,The Poison Rose,22.83,223.00,4.50,en,"Thriller, Crime"
02-05-2014,Walk of Shame,22.83,1198.00,5.90,en,Comedy
15-01-1993,Nowhere to Run,22.83,507.00,6.20,en,"Action, Drama, Thriller, Romance"
12-04-1987,Escape from Sobibor,22.82,143.00,7.30,en,"Drama, Thriller, TV Movie, War"
14-08-1979,Caligula,22.81,538.00,5.80,en,"Drama, History, Romance"
28-06-2017,Tom and Jerry: Willy Wonka and the Chocolate Factory,22.80,86.00,6.80,en,"Family, Animation, Adventure, Comedy"
12-10-2017,The Man Who Invented Christmas,22.80,645.00,6.80,en,"Drama, History, Comedy, Family"
06-07-2001,Pokémon 4Ever: Celebi - Voice of the Forest,22.80,305.00,6.40,ja,"Adventure, Fantasy, Animation, Science Fiction, Family"
01-06-2007,Knocked Up,22.79,3247.00,6.20,en,"Comedy, Romance, Drama"
16-09-2005,Venom,22.79,242.00,5.50,en,"Horror, Thriller"
09-03-2022,Theo and the Metamorphosis,22.78,0.00,0.00,fr,Drama
09-08-2018,BlacKkKlansman,22.77,6298.00,7.60,en,"Comedy, Crime, Drama, History"
29-06-2018,Tau,22.77,990.00,6.20,en,"Science Fiction, Thriller"
23-09-2017,Brawl in Cell Block 99,22.77,1026.00,7.00,en,"Action, Crime, Thriller"
21-07-2009,G-Force,22.77,1486.00,5.40,en,"Family, Fantasy, Action, Adventure, Comedy"
14-11-2003,Looney Tunes: Back in Action,22.77,1202.00,6.40,en,"Animation, Comedy, Family"
04-04-2014,Alien Abduction,22.76,274.00,5.70,en,"Horror, Science Fiction, Thriller"
26-06-2015,Absolutely Anything,22.76,1106.00,5.80,en,"Comedy, Science Fiction"
03-03-2013,Monster High: Scaris City of Frights,22.76,86.00,7.50,en,"Animation, Fantasy"
05-02-2019,The Knight of Shadows: Between Yin and Yang,22.75,83.00,5.50,zh,"Action, Fantasy"
28-07-1993,Robin Hood: Men in Tights,22.75,1605.00,6.60,en,Comedy
03-11-2011,Barbie: A Perfect Christmas,22.74,235.00,6.70,en,"Animation, Family"
12-10-2017,6 Below: Miracle on the Mountain,22.74,307.00,5.80,en,"Thriller, Drama"
20-12-2017,Promise at Dawn,22.73,357.00,7.40,fr,"Drama, Romance"
07-02-2008,Fool's Gold,22.72,1180.00,5.70,en,"Romance, Comedy, Adventure"
12-02-2021,Judas and the Black Messiah,22.72,966.00,7.40,en,"Drama, History"
27-03-2008,Superhero Movie,22.72,1368.00,5.20,en,"Action, Comedy, Science Fiction"
27-08-2014,The November Man,22.71,1234.00,6.10,en,"Crime, Action, Thriller"
28-10-2010,The Other Woman,22.71,308.00,6.20,en,Drama
05-03-2019,The Hard Way,22.71,106.00,5.40,en,Action
09-03-2022,A Guide to Love and Fighting Capitalism,22.71,0.00,0.00,fr,Documentary
16-07-2021,Pig,22.71,609.00,6.70,en,"Drama, Thriller"
05-03-2015,Unfinished Business,22.70,673.00,5.40,en,Comedy
04-10-2018,Bad Times at the El Royale,22.69,2828.00,6.80,en,"Thriller, Drama, Mystery, Crime"
26-11-2020,Happiest Season,22.69,783.00,7.40,en,"Romance, Comedy"
04-02-2005,The Wedding Date,22.69,969.00,6.80,en,"Comedy, Romance"
30-08-2013,Afternoon Delight,22.68,163.00,5.80,en,"Comedy, Drama"
18-08-1989,Casualties of War,22.68,641.00,7.10,en,"Drama, History, War"
19-06-2014,The Anomaly,22.68,273.00,4.90,en,"Thriller, Action, Science Fiction"
04-03-2002,The Time Machine,22.68,1775.00,6.20,en,"Science Fiction, Adventure, Action"
29-12-2019,S.W.A.T.,22.68,73.00,7.50,zh,"Action, Crime, Drama"
07-03-2018,The Strangers: Prey at Night,22.67,1066.00,5.60,en,"Horror, Thriller"
02-02-2018,Winchester,22.67,1490.00,5.90,en,"Horror, Thriller"
24-08-2013,Hakuouki: Wild Dance of Kyoto,22.67,12.00,6.20,ja,"Action, Animation, Drama, Romance"
27-06-1986,Labyrinth,22.66,1839.00,7.30,en,"Adventure, Family, Fantasy"
12-12-2003,Girl with a Pearl Earring,22.66,1129.00,6.60,en,"Drama, Romance"
22-07-2015,Assassination,22.66,169.00,7.40,ko,"Action, Drama"
27-05-1981,Possession,22.65,665.00,7.30,fr,Horror
07-01-2016,The Forest,22.65,1478.00,5.20,en,"Horror, Thriller, Mystery"
06-11-1998,The Waterboy,22.65,1381.00,6.00,en,Comedy
13-06-1997,Speed 2: Cruise Control,22.65,1262.00,4.50,en,"Action, Adventure, Thriller"
27-01-2005,Hide and Seek,22.64,1272.00,6.40,en,"Horror, Mystery, Thriller"
19-09-1984,Amadeus,22.64,3285.00,8.00,en,"History, Music, Drama"
05-06-1993,Ninja Scroll,22.64,416.00,7.70,ja,"Fantasy, Adventure, Animation"
06-09-2013,Horns,22.64,1942.00,6.30,en,"Drama, Fantasy, Thriller"
10-10-2014,Cooties,22.63,563.00,5.90,en,"Comedy, Horror"
06-12-2018,Revenger,22.63,100.00,5.30,ko,Action
25-11-2011,Ben 10 Generator Rex Heroes United,22.63,31.00,6.50,en,"Action, Animation"
28-08-1981,Body Heat,22.63,396.00,7.10,en,"Crime, Thriller, Romance"
30-01-2009,The Uninvited,22.62,1185.00,6.50,en,Horror
21-06-2004,Scooby-Doo! and the Loch Ness Monster,22.62,336.00,7.40,en,"Family, Adventure, Animation, Comedy, Fantasy, Mystery"
24-09-2014,Leviathan,22.61,656.00,7.40,ru,Drama
23-12-2019,Ip Man: Kung Fu Master,22.61,97.00,7.00,zh,"Action, Drama"
07-01-2014,Ride Along,22.61,1861.00,6.20,en,"Action, Comedy"
21-12-1994,Little Women,22.61,968.00,7.30,en,"Drama, Romance"
01-04-1988,The Seventh Sign,22.60,267.00,6.10,en,"Horror, Fantasy"
03-10-2015,Blackway,22.60,291.00,5.20,en,"Thriller, Mystery"
11-03-2010,Remember Me,22.59,3115.00,7.10,en,"Drama, Romance"
24-02-2006,Madea's Family Reunion,22.58,153.00,6.30,en,"Drama, Comedy, Romance"
02-11-1978,Day of the Woman,22.58,412.00,5.90,en,"Horror, Thriller"
14-12-2018,Backtrace,22.57,162.00,5.40,en,Crime
22-12-2005,Finally a clash! J?nin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,22.57,9.00,5.10,ja,"Animation, Action"
31-03-2017,The Discovery,22.57,1060.00,6.30,en,"Drama, Romance, Science Fiction, Thriller, Mystery"
11-03-2010,She's Out of My League,22.56,1634.00,6.30,en,"Comedy, Romance"
12-02-1974,Herbie Rides Again,22.56,313.00,6.10,en,"Romance, Comedy, Family, Fantasy"
09-09-1993,True Romance,22.56,2065.00,7.50,en,"Action, Thriller, Crime, Romance"
15-09-2017,Thelma,22.55,714.00,6.90,no,"Drama, Mystery, Thriller"
20-10-2014,Zombeavers,22.54,532.00,4.90,en,"Horror, Action, Comedy"
17-08-2001,American Outlaws,22.54,177.00,5.90,en,"Western, Action"
18-12-2015,Sisters,22.54,1184.00,6.00,en,Comedy
19-09-1997,L.A. Confidential,22.54,3746.00,7.80,en,"Crime, Drama, Mystery, Thriller"
21-07-2003,Lara Croft: Tomb Raider - The Cradle of Life,22.54,3556.00,5.70,en,"Action, Adventure, Fantasy, Thriller"
18-06-2021,12 Mighty Orphans,22.54,74.00,7.80,en,"History, Drama"
06-02-2002,Collateral Damage,22.53,1088.00,5.70,en,"Action, Thriller, Drama"
01-08-2013,Blue Jasmine,22.53,2909.00,7.00,en,Drama
22-12-1983,Project A,22.52,302.00,7.30,cn,"Action, Comedy, Adventure"
19-03-2011,Toriko 3D Movie: Kaimaku! Gourmet Adventure!!,22.52,5.00,5.60,ja,"Animation, Action, Adventure"
18-10-1996,Sleepers,22.52,2656.00,7.60,en,"Crime, Drama, Thriller"
31-05-2002,The Sum of All Fears,22.52,1313.00,6.30,en,"Thriller, Action, Drama"
22-11-2018,Second Act,22.52,997.00,6.40,en,"Romance, Comedy"
01-09-2000,100 Girls,22.51,350.00,5.80,en,"Comedy, Drama, Romance"
15-06-2001,Bully,22.51,334.00,6.70,en,"Crime, Drama"
24-08-2013,Gatchaman,22.51,10.00,4.90,ja,"Action, Adventure, Science Fiction"
18-12-2015,Extraction,22.51,297.00,4.60,en,"Action, Thriller"
11-07-2019,Stuber,22.50,1016.00,6.70,en,"Action, Comedy"
31-10-2001,Wasabi,22.50,976.00,6.60,fr,"Drama, Action, Comedy"
12-03-2022,BTS PERMISSION TO DANCE ON STAGE - SEOUL: LIVE VIEWING,22.49,0.00,0.00,ko,Music
23-11-1988,They Live,22.49,2174.00,7.30,en,"Science Fiction, Action"
19-07-2003,Pokémon: Jirachi Wish Maker,22.49,199.00,6.50,ja,"Family, Action, Animation, Adventure, Fantasy, Science Fiction"
25-08-1999,The Ninth Gate,22.49,2277.00,6.40,en,"Mystery, Thriller"
10-03-2020,Stargirl,22.47,472.00,7.60,en,"Comedy, Drama, Romance, Family"
18-01-1964,A Fistful of Dollars,22.46,3176.00,7.90,it,Western
21-03-2015,Assassination Classroom,22.46,141.00,7.30,ja,"Action, Adventure, Comedy, Science Fiction"
02-07-1980,Airplane!,22.46,3460.00,7.30,en,Comedy
07-04-2015,Always Watching: A Marble Hornets Story,22.46,98.00,5.10,en,Horror
02-10-2001,Tremors 3: Back to Perfection,22.45,466.00,5.80,en,"Action, Comedy, Horror, Science Fiction, Thriller"
07-04-2016,Before I Wake,22.45,1450.00,6.40,en,"Drama, Fantasy, Horror, Thriller"
05-06-2012,Zambezia,22.45,223.00,6.00,en,"Comedy, Animation, Adventure, Family"
03-06-1988,Big,22.45,2823.00,7.10,en,"Fantasy, Drama, Comedy, Romance, Family"
04-12-1980,Superman II,22.45,1771.00,6.70,en,"Science Fiction, Action, Adventure"
23-11-2014,"10,000 Days",22.44,13.00,2.80,en,Science Fiction
29-02-2000,An Extremely Goofy Movie,22.44,473.00,6.30,en,"Animation, Family, Comedy"
13-07-2012,Pokémon the Movie: Kyurem vs. the Sword of Justice,22.44,120.00,6.30,ja,"Family, Animation, Action, Adventure, Fantasy, Science Fiction"
07-02-2014,Vampire Academy,22.44,1532.00,6.30,en,"Comedy, Action, Fantasy"
19-08-2016,Imperium,22.44,1060.00,6.40,en,"Crime, Drama, Thriller, Mystery"
08-06-2017,Once Upon a Time in Venice,22.44,496.00,5.20,en,"Action, Comedy, Thriller, Mystery"
28-09-2006,Robin-B-Hood,22.43,415.00,7.00,cn,"Drama, Action, Comedy"
08-03-1996,Homeward Bound II: Lost in San Francisco,22.43,370.00,6.50,en,"Adventure, Comedy, Drama, Family"
18-09-1951,A Streetcar Named Desire,22.43,1025.00,7.70,en,Drama
02-10-1998,What Dreams May Come,22.42,1837.00,7.20,en,"Fantasy, Drama, Romance"
09-03-1994,Four Weddings and a Funeral,22.42,2092.00,6.80,en,"Comedy, Drama, Romance"
01-08-1962,The 300 Spartans,22.42,91.00,6.30,en,"Action, Drama, History"
19-11-2020,Riders of Justice,22.41,356.00,7.20,da,"Action, Comedy, Drama"
29-10-2010,Troll Hunter,22.41,1239.00,6.70,nb,"Fantasy, Horror"
18-04-2008,Zombie Strippers!,22.41,289.00,4.80,en,"Comedy, Horror"
13-06-2018,SuperFly,22.41,302.00,6.80,en,"Action, Crime"
25-07-1997,Perfect Blue,22.40,1587.00,8.30,ja,"Animation, Thriller"
09-10-2003,Elf,22.39,3153.00,6.70,en,"Comedy, Family, Fantasy"
23-11-2016,Bad Santa 2,22.38,618.00,5.30,en,"Comedy, Crime, Drama, Mystery"
23-12-2004,Inuyasha the Movie 4: Fire on the Mystic Island,22.38,88.00,7.70,ja,"Fantasy, Animation, Adventure"
23-01-2007,The Invincible Iron Man,22.38,181.00,6.20,en,"Action, Adventure, Animation, Fantasy, Science Fiction"
04-03-2022,Bergen,22.38,0.00,0.00,tr,Drama
12-07-2008,Ghost in the Shell 2.0,22.38,292.00,7.50,ja,"Action, Animation, Science Fiction"
24-10-1990,The NeverEnding Story II: The Next Chapter,22.37,630.00,5.70,en,"Drama, Family, Fantasy, Adventure"
08-11-2008,Kung Fu Panda: Secrets of the Furious Five,22.37,311.00,6.70,en,"Animation, Family, Action"
20-10-2010,Paranormal Activity 2,22.36,1973.00,5.80,en,"Horror, Mystery"
15-07-2021,Meskina,22.36,8.00,6.30,nl,"Comedy, Romance"
16-01-1993,City Hunter,22.36,270.00,6.50,cn,"Action, Adventure, Comedy, Romance"
18-06-2015,Paper Towns,22.36,4649.00,6.10,en,"Mystery, Drama, Romance"
21-12-2001,Jimmy Neutron: Boy Genius,22.36,695.00,5.90,en,"Family, Action, Adventure, Animation, Comedy, Fantasy, Science Fiction"
10-02-2017,Cook Up a Storm,22.36,116.00,7.50,cn,"Drama, Comedy"
18-06-2016,The Secret Life of Pets,22.35,7085.00,6.20,en,"Adventure, Comedy, Animation, Family"
13-08-2014,The Giver,22.35,3964.00,6.50,en,"Drama, Science Fiction"
10-01-1999,Batman Beyond: The Movie,22.35,135.00,7.40,en,"Animation, Action, Family, Science Fiction, TV Movie"
13-02-2019,Isn't It Romantic,22.35,3101.00,6.20,en,"Comedy, Fantasy, Romance"
24-03-2018,Batman Ninja,22.35,751.00,5.80,ja,"Animation, Action"
11-06-1969,True Grit,22.35,571.00,7.50,en,Western
03-10-2009,Tales of Vesperia: The First Strike,22.33,30.00,6.30,ja,"Animation, Action, Adventure, Fantasy"
19-10-2015,"Monster High: Boo York, Boo York",22.31,123.00,7.60,en,"Animation, Family, Music"
16-09-2005,Just Like Heaven,22.31,1859.00,6.90,en,"Fantasy, Romance, Drama, Comedy"
13-08-1999,The 13th Warrior,22.30,1412.00,6.60,en,"Adventure, History, Action"
21-01-2015,Mortdecai,22.30,2306.00,5.50,en,"Comedy, Adventure"
04-03-2007,The Dukes of Hazzard: The Beginning,22.30,155.00,6.20,en,"Action, Adventure, Comedy, TV Movie"
07-04-1995,A Goofy Movie,22.30,1358.00,6.90,en,"Romance, Animation, Family, Comedy, Adventure"
25-07-2008,"Angus, Thongs and Perfect Snogging",22.30,697.00,6.40,en,"Comedy, Drama, Family, Romance"
24-04-2015,Just Before I Go,22.30,260.00,6.50,en,"Comedy, Drama, Romance"
10-11-2011,Immortals,22.29,2083.00,5.90,en,"Fantasy, Action, Drama"
07-06-2019,I Am Mother,22.29,2006.00,6.70,en,"Science Fiction, Thriller"
29-06-1984,Conan the Destroyer,22.29,1134.00,6.10,en,"Adventure, Fantasy, Action"
14-09-2006,Black Book,22.29,871.00,7.50,nl,"Drama, Thriller, War"
31-12-2014,A Most Violent Year,22.29,1151.00,6.60,en,"Crime, Drama, Thriller"
09-02-2004,The Machinist,22.29,4291.00,7.50,en,"Thriller, Drama"
29-11-2012,A Dark Truth,22.29,85.00,5.60,en,"Action, Thriller"
23-10-2020,Borat Subsequent Moviefilm,22.27,1863.00,6.50,en,Comedy
04-12-1968,Where Eagles Dare,22.27,651.00,7.60,en,"Action, Adventure, War"
11-07-1975,The School Teacher,22.27,23.00,5.20,it,Comedy
25-08-1989,Little Monsters,22.27,159.00,5.80,en,"Adventure, Fantasy, Comedy, Family"
08-07-2017,Mary and The Witch's Flower,22.26,602.00,7.10,ja,"Fantasy, Adventure, Animation"
14-03-1981,Mobile Suit Gundam I,22.26,45.00,6.80,ja,"Animation, Science Fiction, Action, Adventure, Drama, War"
08-05-2014,Legends of Oz: Dorothy's Return,22.25,228.00,6.10,en,"Animation, Family, Fantasy"
05-02-2011,Return to Jurassic Park,22.25,280.00,6.80,en,"Documentary, Action, Adventure, Thriller"
16-10-2009,Afro Samurai: Resurrection,22.25,132.00,6.90,en,"Animation, Action"
04-10-2016,Barbie & Her Sisters in a Puppy Chase,22.25,100.00,6.90,en,"Family, Animation"
21-12-1967,The Graduate,22.24,2563.00,7.70,en,"Comedy, Drama"
23-01-2015,The Boy Next Door,22.24,1804.00,4.80,en,Thriller
29-07-2005,Sympathy for Lady Vengeance,22.23,1175.00,7.50,ko,"Drama, Thriller"
13-04-2016,Ratchet & Clank,22.23,512.00,5.80,en,"Action, Adventure, Animation, Family"
06-10-1961,Breakfast at Tiffany's,22.23,3449.00,7.70,en,"Comedy, Romance"
16-10-1998,Practical Magic,22.22,1148.00,6.70,en,"Romance, Comedy, Fantasy"
29-07-2016,Good Kids,22.22,256.00,6.40,en,Comedy
18-07-1995,Babe,22.21,2354.00,6.20,en,"Fantasy, Drama, Comedy, Family"
26-05-1993,Menace II Society,22.21,550.00,7.50,en,"Drama, Crime"
29-11-2013,Hours,22.21,625.00,6.70,en,"Drama, Thriller"
16-06-2006,Wendy Wu: Homecoming Warrior,22.21,347.00,6.10,en,"Family, Action, Adventure, TV Movie"
18-07-2013,Khumba,22.20,205.00,6.00,en,"Animation, Adventure, Family"
20-01-2016,Jarhead 3: The Siege,22.20,170.00,6.40,en,"War, Action, Drama"
08-11-2007,Italian Spiderman,22.20,39.00,7.10,it,"Comedy, Action"
29-06-2018,Animal World,22.20,156.00,7.30,zh,"Drama, Action, Adventure, Thriller, Mystery, Fantasy"
01-10-1992,Tom and Jerry: The Movie,22.20,448.00,6.30,en,"Family, Animation, Comedy"
20-12-2002,The Wild Thornberrys Movie,22.19,202.00,6.50,en,"Animation, Adventure, Family"
14-04-1988,The Dead Pool,22.19,606.00,6.30,en,"Action, Crime, Thriller"
12-11-2004,After the Sunset,22.19,573.00,6.10,en,"Action, Comedy, Crime, Drama"
13-11-2020,Echo Boomers,22.18,69.00,5.70,en,"Crime, Drama, Action"
20-04-2014,In Your Eyes,22.18,589.00,7.20,en,"Drama, Science Fiction, Romance"
10-06-2021,There's Something About Mario,22.18,22.00,5.80,pt,Comedy
21-09-2017,Mater,22.18,9.00,6.20,es,Drama
07-08-2015,Extinction,22.17,534.00,6.20,en,"Drama, Horror, Science Fiction"
23-12-1994,Street Fighter,22.17,1125.00,4.50,en,"Action, Adventure, Thriller, Drama, Science Fiction"
14-06-2013,Stuck in Love,22.16,1642.00,7.40,en,"Drama, Comedy"
13-02-2013,Beautiful Creatures,22.16,2523.00,6.00,en,"Fantasy, Drama, Romance"
18-12-2013,Anchorman 2: The Legend Continues,22.16,2063.00,6.10,en,Comedy
27-07-2017,Mother's Job,22.15,3.00,4.70,ko,"Romance, Drama"
20-10-2017,1922,22.15,2182.00,5.90,en,"Horror, Crime, Drama, History"
10-03-2017,Tangled: Before Ever After,22.15,312.00,6.80,en,"Adventure, Animation, Comedy, Family, Fantasy, TV Movie"
28-02-2003,Cradle 2 the Grave,22.14,696.00,6.10,en,"Action, Crime, Drama"
05-02-2015,Mune: Guardian of the Moon,22.14,443.00,7.30,fr,"Animation, Family, Adventure, Fantasy, Comedy"
13-07-2010,How to Make Love to a Woman,22.12,38.00,4.40,en,"Comedy, Romance"
18-11-2005,Melissa P.,22.12,462.00,4.30,it,Drama
09-02-1979,The Warriors,22.12,1600.00,7.70,en,"Action, Thriller"
21-01-2018,I Kill Giants,22.12,995.00,6.20,en,"Fantasy, Drama"
15-12-1959,Journey to the Center of the Earth,22.12,333.00,7.00,en,"Adventure, Fantasy, Family"
16-01-2015,Vice,22.11,458.00,4.40,en,"Thriller, Science Fiction, Action, Adventure"
03-08-2010,A Turtle's Tale: Sammy's Adventures,22.11,512.00,5.90,en,"Animation, Family"
19-10-1983,The Key,22.11,290.00,5.90,it,"Drama, Romance"
21-10-2016,The Legend of the Chupacabras,22.10,105.00,7.20,es,"Animation, Action, Adventure, Fantasy, Horror"
